index,lemma,enlemma,pos,sort,gender
0,10 y cant,10 per cent,h,000u031jq,
1,'cw,there,adverb,03t,
2,'na,there,adverb,0j1,
3,â,as,conjunction,1,
4,a,and,conjunction,1,
5,a,who,pron.rel,1,\N
6,a,,prt.int,1,
7,â,with,preposition,1,
9,â'i ben yn ei blu,with his head in the sand,h,10d027j0uj07d02gs,
10,a'th,with_your,prep+poss,10r,
11,abacws,abacus,noun,1213tp,m
15,aber,estuary,noun,127n,m
16,Aberdyfi,Aberdovey,name,127n5u8d,
17,Abertawe,Swansea,name,127nq1t7,
18,aberth,sacrifice,noun,127nr,m
39,aberthu,sacrifice,verb,127nrs,\N
95,aberu,flow_into,verb,127ns,\N
130,abiéc,alphabet,noun,12d73,m
131,absennol,absent,adjective,12p7jjkg,
161,absennu,backbite,verb,12p7jjs,\N
186,absenoldeb,absence,noun,12p7jkg572,m
188,absoliwt,absolute,adjective,12pkgdtq,
189,ac,and,conjunction,13,
190,ac_ati,and_so_on,adverb,1301qd,
191,academaidd,academic,adjective,13157i1d6,
192,academi,academy,noun,13157id,m
195,academydd,academic,noun,13157iu6,m
196,acen,accent,noun,137j,f
229,acennu,accentuate,verb,137jjs,\N
253,acer,acre,noun,137n,f
254,aciwt,acute,adjective,13dtq,
255,acordion,accordion,noun,13kn5dkj,m
276,actio,act,verb,13qdk,\N
308,actor,actor,noun,13qkn,m
309,actores,actress,noun,13qkn7p,f
311,acw,over there,adverb,13t,
362,achlesu,succour,verb,14g7ps,\N
366,achlysur,occasion,noun,14gupsn,m
388,achlysuro,occasion,verb,14gupsnk,\N
422,achlysurol,occasional,adjective,14gupsnkg,
423,achos,cause,noun,14kp,m
424,achos,because,conjunction,14kp,\N
426,achos cryf dros,a strong case for,noun,14kp03nu805nkp,m
455,achosi,cause,verb,14kpd,\N
481,achosiant,causation,noun,14kpd1jq,m
482,achrededig,accredited,adjective,14n7575da,
483,achrediad,accreditation,noun,14n75d15,m
485,achredu,accredit,verb,14n75s,\N
505,achub,save,verb,14s2,\N
541,achubiad,deliverance,noun,14s2d15,m
545,achwyn,complain,verb,14tuj,\N
597,achwynydd,plaintiff,noun,14tuju6,m
601,ad-daliad,repayment,noun,15051gd15,m
623,ad-dalu,repay,verb,15051gs,\N
666,ad-drefnu,reorganise,verb,1505n78js,\N
712,adain,wing,noun,151dj,f
756,adalw,retrieve,verb,151gt,\N
770,adalwad,callback,noun,151gt15,f
775,adara,catch_birds,verb,151n1,\N
878,adarfogi,rearm,verb,151n8kad,\N
896,adargraffu,reprint,verb,151nan19s,\N
938,adborth,feedback,noun,152knr,m
939,adborthi,feedback,verb,152knrd,\N
940,adbryniad,redemption,noun,152nujd15,m
963,adchwyddo,reinflate,verb,154tu6k,\N
997,adeg,time,noun,157a,f
998,adeilad,building,noun,157dg15,mf
1000,adeiladaeth,construction,noun,157dg1517r,f
1003,adeiladiad,build,noun,157dg15d15,m
1004,adeiladol,constructive,adjective,157dg15kg,
1015,adeiladu,build,verb,157dg15s,\N
1059,adeiladwaith,structure,noun,157dg15t1dr,m
1060,adeiledig,built,adjective,157dg75da,
1061,adeiledd,structure,noun,157dg76,m
1063,adeileddu,structure,verb,157dg76s,\N
1064,aden,wing,noun,157j,f
1066,adeni,regenerate,verb,157jd,\N
1099,adennill,recover,verb,157jjdh,\N
1127,aderyn,bird,noun,157nuj,m
1181,adethol,re-elect,verb,157rkg,\N
1183,adfail,ruin,noun,1581dg,m
1217,adfeddu,appropriate,verb,15876s,\N
1281,adfeilio,decay,verb,1587dgdk,\N
1325,adfer,restore,verb,1587n,\N
1346,adferiad,restoration,noun,1587nd15,m
1359,adferu,restore,verb,1587ns,\N
1421,adfewnio,re-enter,verb,1587tjdk,\N
1490,adfywhau,reanimate,verb,158utc1s,\N
1503,adfywiad,revival,noun,158utd15,m
1539,adfywio,resuscitate,verb,158utdk,\N
1595,adio,add,verb,15dk,\N
1608,adlais,echo,noun,15g1dp,m
1633,adlamu,rebound,verb,15g1is,\N
1674,adleisio,resound,verb,15g7dpdk,\N
1729,adleoli,relocate,verb,15g7kgd,\N
1773,adlewyrchiad,reflection,noun,15g7tun4d15,m
1813,adlewyrchu,reflect,verb,15g7tun4s,\N
1850,adlifo,reflux,verb,15gd8k,\N
1883,adloniant,entertainment,noun,15gkjd1jq,m
1943,adnabod,know,verb,15j12k5,\N
1988,adnabyddadwy,identifiable,adjective,15j12u615tu,
1989,adnabyddedig,recognised,adjective,15j12u675da,
1991,adnabyddiad,recognition,noun,15j12u6d15,m
1992,adnabyddiaeth,recognition,noun,15j12u6d17r,f
1993,adnabyddus,familiar,adjective,15j12u6sp,
1995,adnau,deposit,noun,15j1s,m
2020,adneuo,deposit,verb,15j7sk,\N
2050,adnewyddadwy,renewable,adjective,15j7tu615tu,
2051,adnewyddiad,renewal,noun,15j7tu6d15,m
2097,adnewyddu,renew,verb,15j7tu6s,\N
2105,adnewyddu,refresh,verb,15j7tu6s,\N
2108,adnod,verse,noun,15jk5,f
2110,adnodd,resource,noun,15jk6,m
2150,adnoddu,resource,verb,15jk6s,\N
2165,adolygiad,review,noun,15kguad15,m
2166,adolygiadau,reviews,noun,15kguad151s,m
2167,adolygu,review,verb,15kguas,\N
2221,adran,section,noun,15n1j,f
2222,adrannau,sections,noun,15n1jj1s,f
2223,adrannol,departmental,adjective,15n1jjkg,
2224,adre,home,adverb,15n7,
2225,adref,homewards,adverb,15n78,
2227,adrès,address,noun,15n7p,m
2243,adrodd,narrator,noun,15nk6,m
2258,adrodd,recite,verb,15nk6,\N
2284,adroddiad,report,noun,15nk6d15,m
2286,adroddiad banc,bank statement,noun,15nk6d15021j3,m
2324,aduno,reunite,verb,15sjk,\N
2342,adwaith,reaction,noun,15t1dr,m
2344,adweinyddu,re-administer,verb,15t7dju6s,\N
2403,adweithio,react,verb,15t7drdk,\N
2449,adwerthu,retail,verb,15t7nrs,\N
2450,adwy,pass,noun,15tu,f
2452,adwy NEU,OR gate,noun,15tu0j7s,f
2454,adwy NID,NOT gate,noun,15tu0jd5,f
2472,adysgrifio,transcribe,verb,15upand8dk,\N
2507,addas,appropriate,adjective,161p,
2508,addasadwy,customisable,adjective,161p15tu,
2509,addasedig,custom,adjective,161p75da,
2510,addasiad,modification,noun,161pd15,m
2511,addasiad,adaptation,noun,161pd15,m
2514,addasrwydd,appropriateness,noun,161pntu6,m
2565,addasu,adapt,verb,161ps,\N
2568,addaswr,adapter,noun,161ptn,m
2570,addasydd,modifier,noun,161pu6,m
2572,addasydd,adapter,noun,161pu6,m
2573,addawol,promising,adjective,161tkg,
2591,addef,admit,verb,1678,\N
2630,addewid,promise,noun,167td5,f
2639,addo,promise,verb,16k,\N
2684,addoli,worship,noun,16kgd,m
2728,addoli,worship,verb,16kgd,\N
2739,adduned,resolution,noun,16sj75,f
2746,addunedu,vow,verb,16sj75s,\N
2794,addurn,ornament,noun,16snj,m
2796,addurn,ornate,adjective,16snj,
2798,addurniad,decoration,noun,16snjd15,m
2799,addurniadol,decorative,adjective,16snjd15kg,
2815,addurno,decorate,verb,16snjk,\N
2854,addysg,education,noun,16upa,f
2855,addysgiadol,instructive,adjective,16upad15kg,
2856,addysgol,educational,adjective,16upakg,
2896,addysgu,educate,verb,16upas,\N
2912,addysgwr,educator,noun,16upatn,m
2913,aeddfed,mature,adjective,176875,
2914,aeddfedrwydd,maturity,noun,176875ntu6,m
2916,aeddfedu,mature,verb,176875s,\N
2970,aelod,member,noun,17gk5,m
2971,aelodaeth,membership,noun,17gk517r,f
2994,aelodi,enrol,verb,17gk5d,\N
3026,aelwyd,hearth,noun,17gtu5,f
3028,aer,air,noun,17n,m
3030,afal,apple,noun,181g,m
3031,afiechyd,illness,noun,18d74u5,m
3074,aflonyddu,disturb,verb,18gkju6s,\N
3087,afloyw,opaque,adjective,18gkut,
3089,aflunedd,distortion,noun,18gsj76,m
3090,afluniad,distortion,noun,18gsjd15,m
3115,aflunio,distort,verb,18gsjdk,\N
3144,aflwyddiannus,unsuccessful,adjective,18gtu6d1jjsp,
3178,aflwyddo,fail,verb,18gtu6k,\N
3199,aflym,obtuse,adjective,18gui,
3200,afon,river,noun,18kj,f
3232,afradloni,squander,verb,18n15gkjd,\N
3260,afradu,spoil,verb,18n15s,\N
3308,afraid,redundant,adjective,18n1d5,
3309,afrealistig,unrealistic,adjective,18n71gdpqda,
3310,afreidrwydd,redundancy,noun,18n7d5ntu6,m
3311,afreolaidd,irregular,adjective,18n7kg1d6,
3312,afresymol,irrational,adjective,18n7puikg,
3317,afrwyddo,obstruct,verb,18ntu6k,\N
3392,affeithio,affect,verb,197drdk,\N
3418,Affrica,Africa,name,19nd31,f
3420,agen,slot,noun,1a7j,f
3422,agenda,agenda,noun,1a7j51,m
3455,agennu,slit,verb,1a7jjs,\N
3497,ageru,steam,verb,1a7ns,\N
3531,agor,open,adverb,1akn,\N
3559,agor,open,verb,1akn,\N
3587,agored,open,adjective,1akn75,
3588,agoredig,opened,adjective,1akn75da,
3590,agoriad,key,noun,1aknd15,m
3591,agoriadol,opening,adjective,1aknd15kg,
3592,agos,near,adj.comp,1akp,\N
3593,agos,next,adj.sup,1akp,\N
3594,agos,close,adj.sup,1akp,\N
3595,agos,near,adjective,1akp,
3596,agos,close,adj.sup,1akp,
3597,agos,nearer,adj.comp,1akp,\N
3598,agos,next_to,preposition,1akp,
3599,agos,close,adj.comp,1akp,
3641,agosáu,approach,verb,1akp1s,\N
3652,agwedd,aspect,noun,1at76,f
3655,angau,death,noun,1b1s,mf
3656,angel,angel,noun,1b7g,m
3660,angen,need,noun,1b7j,m
3661,angenrheidiol,necessary,adjective,1b7jo7d5dkg,
3662,angenrheidrwydd,necessity,noun,1b7jo7d5ntu6,m
3663,angerdd,intensity,noun,1b7n6,m
3665,anghenraid,necessity,noun,1bc7jn1d5,m
3666,anghenrhaid,requirement,noun,1bc7jo1d5,m
3668,anghenus,needy,adjective,1bc7jsp,
3669,angheuol,fatal,adjective,1bc7skg,
3672,anghoelio,disbelieve,verb,1bck7gdk,\N
3733,anghofio,forget,verb,1bck8dk,\N
3825,anghredu,disbelieve,verb,1bcn75s,\N
3826,anghydamseredig,asynchronous,adjective,1bcu51ip7n75da,
3827,anghydbwysedd,imbalance,noun,1bcu52tup76,m
3829,anghydfod,discord,noun,1bcu58k5,m
3830,anghydnaws,incompatible,adjective,1bcu5j1tp,
3831,anghydnawsedd,incompatibility,noun,1bcu5j1tp76,m
3833,anghydraddoldeb,inequality,noun,1bcu5n16kg572,m
3864,anghydsynio,dissent,verb,1bcu5pujdk,\N
3886,anghydwedd,inconsistent,adjective,1bcu5t76,
3888,anghydweddiad,mismatch,noun,1bcu5t76d15,m
3911,anghydweld,disagree,verb,1bcu5t7g5,\N
3961,anghyfaddasu,disqualify,verb,1bcu8161ps,\N
3997,anghyfartal,unequal,adjective,1bcu81nq1g,
3998,anghyfarwydd,unfamiliar,adjective,1bcu81ntu6,
4000,anghyfiawnder,injustice,noun,1bcu8d1tj57n,m
4001,anghyflawn,incomplete,adjective,1bcu8g1tj,
4002,anghyfleus,inconvenient,adjective,1bcu8g7sp,
4003,anghyfleuster,inconvenience,noun,1bcu8g7spq7n,m
4005,anghyfochrog,scalene,adjective,1bcu8k4nka,
4006,anghyfrannol,non-proportional,adjective,1bcu8n1jjkg,
4007,anghyfreithlon,illegal,adjective,1bcu8n7drgkj,
4008,anghyffredin,uncommon,adjective,1bcu9n75dj,
4009,anghymeradwyaeth,disapproval,noun,1bcui7n15tu17r,f
4016,anghymeradwyo,disapprove,verb,1bcui7n15tuk,\N
4064,anghymesur,asymmetric,adjective,1bcui7psn,
4083,anghymhwyso,disqualify,verb,1bcuictupk,\N
4116,anghynhwysol,exclusive,adjective,1bcujctupkg,
4117,anghynhwysol,non-inclusive,adjective,1bcujctupkg,
4118,anghynrychiadol,non-representative,adjective,1bcujnu4d15kg,
4119,anghynrychioliadol,non-representational,adjective,1bcujnu4dkgd15kg,
4120,anghynwysoldeb,exclusivity,noun,1bcujtupkg572,m
4121,anghyrhaeddol,unreachable,adjective,1bcuo176kg,
4122,anghysbell,remote,adjective,1bcup27h,
4123,anghyson,inconsistent,adjective,1bcupkj,
4125,anghysondeb,conflict,noun,1bcupkj572,m
4127,anghysonedd,inconsistency,noun,1bcupkj76,m
4145,anghysuro,discomfit,verb,1bcupsnk,\N
4182,anghytbwys,unbalanced,adjective,1bcuq2tup,
4183,anghytûn,incompatible,adjective,1bcuqsj,
4184,anghytundeb,disagreement,noun,1bcuqsj572,m
4210,anghytuno,disagree,verb,1bcuqsjk,\N
4240,anghywir,incorrect,adjective,1bcutdn,
4241,angladd,funeral,noun,1bg16,mf
4247,angori,anchor,verb,1bknd,\N
4297,ah,ah,im,1c,\N
4298,aha,aha,im,1c1,\N
4299,ai,or,conjunction,1d,
4300,Aifft,Egypt,name,1d9q,f
4301,ail,second,ordinal,1dg,
4303,ail isradd,square root,noun,1dg0dpn16,m
4324,ail-lansio,relaunch,verb,1dg0g1jpdk,\N
4388,ail-ledaenu,recirculate,verb,1dg0g7517js,\N
4425,ail-lunio,redraw,verb,1dg0gsjdk,\N
4501,ailadeiladu,rebuild,verb,1dg157dg15s,\N
4554,ailadrodd,repeat,verb,1dg15nk6,\N
4569,ailadroddiad,repetition,noun,1dg15nk6d15,m
4571,ailadroddydd,repeater,noun,1dg15nk6u6,m
4593,ailaddurno,redecorate,verb,1dg16snjk,\N
4627,ailarchebu,reorder,verb,1dg1n472s,\N
4645,ailarfogi,rearm,verb,1dg1n8kad,\N
4683,ailargraffiad,reprint,noun,1dg1nan19d15,m
4691,ailargraffu,reprint,verb,1dg1nan19s,\N
4744,ailasesu,reassess,verb,1dg1p7ps,\N
4808,ailbacio,repack,verb,1dg213dk,\N
4875,ailbeintio,repaint,verb,1dg27djqdk,\N
4936,ailbenodi,reappoint,verb,1dg27jk5d,\N
4953,ailblannu,replant,verb,1dg2g1jjs,\N
5060,ailboblogi,repopulate,verb,1dg2k2gkad,\N
5075,ailbriodi,remarry,verb,1dg2ndk5d,\N
5163,ailbrofi,reexperience,verb,1dg2nk8d,\N
5212,ailbroffilio,reprofile,verb,1dg2nk9dgdk,\N
5238,ailchwarae,replay,verb,1dg4t1n17,\N
5306,ailchwyddo,reinflate,verb,1dg4tu6k,\N
5383,aildargedu,retarget,verb,1dg51na75s,\N
5414,aildeipio,retype,verb,1dg57dldk,\N
5489,aildrefnu,rearrange,verb,1dg5n78js,\N
5491,aildrosedd,reoffence,noun,1dg5nkp76,m
5514,aildroseddu,reoffend,verb,1dg5nkp76s,\N
5552,aildyfu,regrow,verb,1dg5u8s,\N
5601,ailddangos,re-display,verb,1dg61bkp,\N
5625,ailddarlledu,rebroadcast,verb,1dg61nh75s,\N
5672,ailddarllen,reread,verb,1dg61nh7j,\N
5730,ailddatblygu,redevelop,verb,1dg61q2guas,\N
5775,ailddatgan,restate,verb,1dg61qa1j,\N
5866,ailddatganu,restate,verb,1dg61qa1js,\N
5899,ailddechrau,restart,verb,1dg674n1s,\N
5969,ailddefnyddio,reuse,verb,1dg678ju6dk,\N
5981,aildderbyn,reaccept,verb,1dg67n2uj,\N
6034,ailddewis,reselect,verb,1dg67tdp,\N
6098,ailddiffinio,redefine,verb,1dg6d9djdk,\N
6140,ailddigwydd,re-occur,verb,1dg6datu6,\N
6141,ailddirwyn,rewind,verb,1dg6dntuj,\N
6219,ailddiwygio,re-revise,verb,1dg6dtuadk,\N
6259,ailddodrefnu,refurnish,verb,1dg6k5n78js,\N
6353,ailddosrannu,reanalyse,verb,1dg6kpn1jjs,\N
6395,ailddrafftio,redraft,verb,1dg6n19qdk,\N
6447,ailddweud,repeat,verb,1dg6t7s5,\N
6506,ailddyblu,redouble,verb,1dg6u2gs,\N
6547,ailddyfeisio,reinvent,verb,1dg6u87dpdk,\N
6565,ailddylunio,redesign,verb,1dg6ugsjdk,\N
6566,ailddymunoli,re-nice,verb,1dg6uisjkgd,\N
6570,ailddysgu,relearn,verb,1dg6upas,\N
6673,ailedrych,look_again,verb,1dg75nu4,\N
6678,aileni,regenerate,verb,1dg7jd,\N
6714,ailennill,re-win,verb,1dg7jjdh,\N
6736,ailennyn,rekindle,verb,1dg7jjuj,\N
6737,ailenwi,rename,verb,1dg7jtd,\N
6765,ailfedyddio,rebaptise,verb,1dg875u6dk,\N
6805,ailfeddiannu,repossess,verb,1dg876d1jjs,\N
6863,ailfeddwl,rethink,verb,1dg876tg,\N
6900,ailfeintio,resize,verb,1dg87djqdk,\N
6945,ailflagura,re-sprout,verb,1dg8g1asn1,\N
6955,ailfodelu,remodel,verb,1dg8k57gs,\N
6963,ailfreinio,re-enfranchise,verb,1dg8n7djdk,\N
7054,ailfuddsoddi,reinvest,verb,1dg8s6pk6d,\N
7075,ailfwyta,reingest,verb,1dg8tuq1,\N
7155,ailfynegi,retell,verb,1dg8uj7ad,\N
7199,ailfywhau,revivify,verb,1dg8utc1s,\N
7219,ailfywio,revive,verb,1dg8utdk,\N
7221,ailfywiogi,reanimate,verb,1dg8utdkad,\N
7297,ailfformatio,reformat,verb,1dg9kni1qdk,\N
7325,ailffurfweddu,reconfigure,verb,1dg9sn8t76s,\N
7380,ailgasglu,recollect,verb,1dga1pags,\N
7393,ailgenhedlu,re-beget,verb,1dga7jc75gs,\N
7455,ailgloddio,requarry,verb,1dgagk6dk,\N
7512,ailgloriannu,reestimate,verb,1dgagknd1jjs,\N
7552,ailgodi,re-erect,verb,1dgak5d,\N
7649,ailgoncro,reconquer,verb,1dgakj3nk,\N
7672,ailgreu,recreate,verb,1dgan7s,\N
7712,ailgrynhoi,recompile,verb,1dganujckd,\N
7741,ailgwympo,fall_again,verb,1dgatuilk,\N
7767,ailgychwyn,restart,verb,1dgau4tuj,\N
7795,ailgyfansoddi,recompose,verb,1dgau81jpk6d,\N
7823,ailgyfeiriad,redirection,noun,1dgau87dnd15,m
7849,ailgyfeirio,redirect,verb,1dgau87dndk,\N
7860,ailgyfeirio,re-refer,verb,1dgau87dndk,\N
7901,ailgyflogi,rehire,verb,1dgau8gkad,\N
7930,ailgyflunio,reconfigure,verb,1dgau8gsjdk,\N
7954,ailgyflwyno,reintroduce,verb,1dgau8gtujk,\N
8033,ailgyfodi,re-arise,verb,1dgau8k5d,\N
8039,ailgyfrifo,recalculate,verb,1dgau8nd8k,\N
8078,ailgyhoeddi,republish,verb,1dgauck76d,\N
8094,ailgylchadwy,recycleable,adjective,1dgaug415tu,
8105,ailgylchu,recycle,verb,1dgaug4s,\N
8177,ailgylchynu,recycle,verb,1dgaug4ujs,\N
8203,ailgymeradwyo,reapprove,verb,1dgaui7n15tuk,\N
8255,ailgymodi,reconcile_again,verb,1dgauik5d,\N
8311,ailgynefino,reaccustom_oneself,verb,1dgauj78djk,\N
8312,ailgynhyrchu,reproduce,verb,1dgaujcun4s,\N
8349,ailgynllunio,replan,verb,1dgaujhsjdk,\N
8364,ailgynnau,reignite,verb,1dgaujj1s,\N
8398,ailgynnig,re-offer,verb,1dgaujjda,\N
8417,ailgynnull,reassemble,verb,1dgaujjsh,\N
8497,ailgysegru,reconsecrate,verb,1dgaup7ans,\N
8524,ailgysgu,sleep_again,verb,1dgaupas,\N
8597,ailgysodi,recompose,verb,1dgaupk5d,\N
8660,ailgysylltu,reconnect,verb,1dgaupuhqs,\N
8710,ailgyweirio,reset,verb,1dgaut7dndk,\N
8746,ailgywiro,recorrect,verb,1dgautdnk,\N
8798,ailhyfforddi,retrain,verb,1dgcu9kn6d,\N
8842,ailhyfforddiant,retraining,noun,1dgcu9kn6d1jq,m
8843,ailnegodi,renegotiate,verb,1dgj7ak5d,\N
8858,ailosod,reset,verb,1dgkpk5,\N
8899,ailosodiad,reset,noun,1dgkpk5d15,m
8910,ailraddio,regrade,verb,1dgn16dk,\N
8975,ailrannu,redistribute,verb,1dgn1jjs,\N
9030,ailrestru,relist,verb,1dgn7pqns,\N
9063,ailrifo,recount,verb,1dgnd8k,\N
9085,ailrybuddio,warn_again,verb,1dgnu2s6dk,\N
9121,ailsefydlu,reestablish,verb,1dgp78u5gs,\N
9179,ailsefyll,stand_again,verb,1dgp78uh,\N
9269,ailsianelu,rechannel,verb,1dgpd1j7gs,\N
9308,ailstorio,store_again,verb,1dgpqkndk,\N
9358,ailstrwythuro,restructure,verb,1dgpqntursnk,\N
9418,ailwampio,rework,verb,1dgt1ildk,\N
9467,ailweirio,rewire,verb,1dgt7dndk,\N
9493,ailweithredu,reapply,verb,1dgt7drn75s,\N
9518,ailwerthu,resell,verb,1dgt7nrs,\N
9567,ailwirio,recheck,verb,1dgtdndk,\N
9650,ailwladychu,recolonise,verb,1dgtg15u4s,\N
9700,ailwneud,redo,verb,1dgtj7s5,\N
9719,ailwrando,listen_again,verb,1dgtn1j5k,\N
9821,ailymaelodi,rejoin,verb,1dgui17gk5d,\N
9843,ailymddangos,reappear,verb,1dgui61bkp,\N
9903,ailymgeisio,reapply,verb,1dguia7dpdk,\N
9932,ailymgynnull,reassemble,verb,1dguiaujjsh,\N
9982,ailymgynull,reconvene,verb,1dguiaujsh,\N
10009,ailymosod,reattack,verb,1dguikpk5,\N
10041,ailymrwymo,recommit_oneself,verb,1dguintuik,\N
10133,ailymuno,rejoin,verb,1dguisjk,\N
10150,ailysgogi,stir_again,verb,1dgupakad,\N
10201,ailysgrifeniad,rewrite,noun,1dgupand87jd15,m
10248,ailysgwyddo,reshoulder,verb,1dgupatu6k,\N
10276,ailystyried,reconsider,verb,1dgupqund75,\N
10327,ailyswirio,reinsure,verb,1dguptdndk,\N
10370,alaethu,lament,verb,1g17rs,\N
10412,alarch,swan,noun,1g1n4,m
10429,alaru,alarm,verb,1g1ns,\N
10468,Alban,Scotland,name,1g21j,f
10469,albwm,album,noun,1g2ti,m
10471,alcohol,alcohol,noun,1g3kckg,m
10472,alffa,alpha,noun,1g91,f
10473,alffagyfuniad,alphablending,noun,1g91au8sjd15,m
10474,alffarifol,alphanumeric,adjective,1g91nd8kg,
10475,algebra,algebra,noun,1ga72n1,f
10476,algorithm,algorithm,noun,1gakndri,m
10478,aliniad,alignment,noun,1gdjd15,m
10516,alinio,align,verb,1gdjdk,\N
10531,Almaen,German,adjective,1gi17j,
10532,Almaen,German,noun,1gi17j,m
10533,Almaen,Germany,name,1gi17j,f
10534,altro,alter,verb,1gqnk,\N
10535,all-lein,offline,adjective,1h0g7dj,
10536,allan,out,adverb,1h1j,
10577,allanadlu,exhale,verb,1h1j15gs,\N
10597,allanfa,exit,noun,1h1j81,f
10599,allanol,external,adjective,1h1jkg,
10608,allanu,exit,verb,1h1js,\N
10654,allbwn,output,noun,1h2tj,m
10697,allbynnu,output,verb,1h2ujjs,\N
10710,alldro,outturn,noun,1h5nk,m
10711,alldynnu,extract,verb,1h5ujjs,\N
10712,allforedig,exported,adjective,1h8kn75da,
10714,allforiad,export,noun,1h8knd15,m
10750,allforio,export,verb,1h8kndk,\N
10773,allfudo,emigrate,verb,1h8s5k,\N
10820,allfwrw,eject,verb,1h8tnt,\N
10821,allfynd,outgoing,adjective,1h8uj5,
10834,allgofnodi,log_out,verb,1hak8jk5d,\N
10876,allgyrsiol,extracurricular,adjective,1haunpdkg,
10912,allolchi,wash_out,verb,1hkg4d,\N
10949,alltudio,exile,verb,1hqs5dk,\N
10982,allwedd,key,noun,1ht76,f
10986,allweddair,keyword,noun,1ht761dn,m
10988,allweddell,keyboard,noun,1ht767h,f
10989,allweddol,key,adjective,1ht76kg,
11037,allweddu,key,verb,1ht76s,\N
11074,allyrru,emit,verb,1hunns,\N
11098,am,for_us,prep+pron,1i,
11099,am,for_him,prep+pron,1i,m
11100,am,for_you,prep+pron,1i,
11101,am,for_her,prep+pron,1i,f
11102,am,for_them,prep+pron,1i,
11103,am,for_me,prep+pron,1i,
11104,am,for,preposition,1i,
11105,am,for_them,prep+pron,1i,\N
11106,am,for_you,prep+pron,1i,\N
11108,am,for_me,prep+pron,1i,\N
11109,am,for_us,prep+pron,1i,\N
11110,am,for them,prep+pron,1i,
11111,amaeth,agriculture,noun,1i17r,m
11117,amaethu,cultivate,verb,1i17rs,\N
11166,amaethyddiaeth,agriculture,noun,1i17ru6d17r,m
11167,amaethyddol,agricultural,adjective,1i17ru6kg,
11174,amau,suspicion,noun,1i1s,m
11197,amau,doubt,verb,1i1s,\N
11221,ambell,occasional,prequalifier,1i27h,
11223,ambiwlans,ambulance,noun,1i2dtg1jp,m
11242,amcangyfrif,estimate,noun,1i31bu8nd8,m
11245,amcangyfrif,estimate,verb,1i31bu8nd8,\N
11280,amcangyfrifol,estimated,adjective,1i31bu8nd8kg,
11282,amcan,objective,noun,1i31j,m
11304,amcanu,aim,verb,1i31js,\N
11342,amddifad,orphaned,adjective,1i6d815,
11343,amddifadedd,deprivation,noun,1i6d81576,m
11376,amddifadu,deprive,verb,1i6d815s,\N
11420,amddiffyn,defend,verb,1i6d9uj,\N
11458,amddiffynfa,fortress,noun,1i6d9uj81,f
11460,amddiffyniad,defence,noun,1i6d9ujd15,m
11461,amddiffynnol,defensive,adjective,1i6d9ujjkg,
11462,America,America,name,1i7nd31,f
11463,Americanaidd,American,adjective,1i7nd31j1d6,
11465,amfesur,perimeter,noun,1i87psn,m
11466,amffiniedig,delimited,adjective,1i9djd75da,
11467,amffinio,delimit,verb,1i9djdk,\N
11468,amffinydd,delimiter,noun,1i9dju6,m
11471,amgaead,encapsulation,noun,1ia1715,m
11472,amgaeedig,enclosed,adjective,1ia1775da,
11473,amgaeëdig,encapsulated,adjective,1ia1775da,
11474,amgaeëdig,enclosed,adjective,1ia1775da,
11501,amgáu,encapsulate,verb,1ia1s,\N
11512,amgáu,enclose,verb,1ia1s,\N
11531,amgen,alternative,adjective,1ia7j,
11532,amgenu,differ,verb,1ia7js,\N
11533,amgodiad,encoding,noun,1iak5d15,m
11535,amgodiedig,encoded,adjective,1iak5d75da,
11562,amgodio,encode,verb,1iak5dk,\N
11588,amgodydd,encoder,noun,1iak5u6,m
11589,amgrwm,convex,adjective,1ianti,
11590,amgryptiedig,encrypted,adjective,1ianulqd75da,
11633,amgryptio,encrypt,verb,1ianulqdk,\N
11642,amgueddfa,museum,noun,1ias7681,f
11665,amgyffred,comprehension,noun,1iau9n75,m
11672,amgyffred,comprehend,verb,1iau9n75,\N
11699,amgylch,environs,noun,1iaug4,m
11700,amgylchedd,environment,noun,1iaug476,m
11702,amgylcheddol,environmental,adjective,1iaug476kg,
11703,amgylchfyd,environment,noun,1iaug48u5,m
11704,amgylchiad,circumstance,noun,1iaug4d15,m
11731,amgylchu,surround,verb,1iaug4s,\N
11812,amgylchynu,surround,verb,1iaug4ujs,\N
11837,amharchu,dishonour,verb,1ic1n4s,\N
11871,amharchus,disrespectful,adjective,1ic1n4sp,
11872,amharod,unprepared,adjective,1ic1nk5,
11883,amharu,spoil,verb,1ic1ns,\N
11929,amhenodol,unspecified,adjective,1ic7jk5kg,
11930,amherthnasol,not applicable,adjective,1ic7nrj1pkg,
11931,amherthnasol,off-topic,adjective,1ic7nrj1pkg,
11932,amheuaeth,suspicion,noun,1ic7s17r,f
11934,amheus,suspicious,adjective,1ic7sp,
11935,amhleidiol,impartial,adjective,1icg7d5dkg,
11936,amhoradwy,unbrowseable,adjective,1ickn15tu,
11937,amhosib,impossible,adjective,1ickpd2,
11938,amhosibl,impossible,adjective,1ickpd2g,
11939,amhriodol,improper,adjective,1icndk5kg,
11985,amhwyllo,go_mad,verb,1ictuhk,\N
11991,aml,frequent,adjective,1ig,
11992,aml,often,adj.comp,1ig,
11993,aml-asiantaethol,multi-agency,adjective,1ig01pd1jq17rkg,
11994,aml-broffesiynol,multi-professional,adjective,1ig02nk97pdujkg,
