index,lemma,enlemma,pos,sort,gender
167667,rhyferthwy,tsunami,noun,ou87nrtu,m
167720,rhyfygu,behave_arrrogantly,verb,ou8uas,\N
167770,rhygnu,grate,verb,ouajs,\N
167811,rhygyngu,canter,verb,ouaubs,\N
167831,rhyng-broffesiynol,inter-professional,adjective,oub02nk97pdujkg,
167832,rhyngbrosesol,interprocess,adjective,oub2nkp7pkg,
167833,rhyngol,intermediate,adjective,oubkg,
167834,rhyngosod,interpolate,verb,oubkpk5,\N
167835,rhyngrwyd,internet,noun,oubntu5,f
167852,rhyngu,gratify,verb,oubs,\N
167891,rhyngweithiad,interaction,noun,oubt7drd15,m
167892,rhyngweithio,interact,verb,oubt7drdk,\N
167893,rhyngweithiol,interactive,adjective,oubt7drdkg,
167894,rhyngweithredu,interoperate,verb,oubt7drn75s,\N
167895,rhyngwladol,international,adjective,oubtg15kg,
167896,rhyngwladoli,internationalise,verb,oubtg15kgd,\N
167898,rhyngwyneb,interface,noun,oubtuj72,m
167921,rhyngwynebu,interface,verb,oubtuj72s,\N
168000,rhynnu,shiver,verb,oujjs,\N
168021,rhythu,gape,verb,ours,\N
168061,rhyw,some,prequalifier,out,
168062,rhyw,sex,noun,out,mf
168064,rhyw,approximately,prequalifier,out,
168065,rhywbeth,something,noun,out27r,m
168066,rhywbryd,at_some_stage,adverb,out2nu5,\N
168067,rhywdro,some_time,adverb,out5nk,\N
168068,rhywfaint,somewhat,adverb,out81djq,
168069,rhywfaint,amount,noun,out81djq,m
168070,rhywfath o,some kind of,noun,out81r0k,m
168071,rhywiol,sexual,adjective,outdkg,
168072,rhywle,somewhere,noun,outg7,m
168074,rhywogaeth,species,noun,outka17r,f
168075,rhywrai,some_people,pronoun,outn1d,\N
168076,rhywsut,somehow,adverb,outpsq,
168077,rhywun,someone,noun,outsj,m
168078,Sabbath,Sabbath,noun,p1221r,m
168104,sacio,sack,verb,p13dk,\N
168131,sach,sack,noun,p14,f
168157,sadio,stabilise,verb,p15dk,\N
168185,sadrwydd,stability,noun,p15ntu6,m
168186,Sadwrn,Saturn,noun,p15tnj,m
168187,Sadwrn,Saturday,noun,p15tnj,m
168188,saer,carpenter,noun,p17n,m
168199,saernïo,fashion,verb,p17njdk,\N
168241,Saesneg,English,noun,p17pj7a,f
168242,saeth,arrow,noun,p17r,f
168245,saethiad,shot,noun,p17rd15,m
168260,saethu,shoot,verb,p17rs,\N
168301,safbwynt,standpoint,noun,p182tujq,m
168303,safiad,stand,noun,p18d15,m
168338,safio,save,verb,p18dk,\N
168356,safle,position,noun,p18g7,m
168357,safle tirlenwi,landfill site,noun,p18g70qdng7jtd,m
168389,safnio,devour,verb,p18jdk,\N
168420,safnrhythu,gape,verb,p18jours,\N
168464,safon,standard,noun,p18kj,f
168514,safoni,standardise,verb,p18kjd,\N
168520,safonol,standard,adjective,p18kjkg,
168521,safwe,website,noun,p18t7,m
168523,saff,saf,adj.comp,p19,
168524,saff,safe,adjective,p19,\N
168535,sangu,trample,verb,p1bs,\N
168584,saib,rest,noun,p1d2,m
168585,saib,pause,noun,p1d2,m
168587,sail,base,noun,p1dg,f
168588,saim,fat,noun,p1di,m
168590,sain,sound,noun,p1dj,f
168591,saith,seven,numeral,p1dr,
168592,saith deg,seventy,adjective,p1dr057a,
168593,saith_deg,seventy,numeral,p1dr057a,\N
168594,sâl,ill,adj.comp,p1g,\N
168595,sâl,ill,adjective,p1g,
168596,salad,salad,noun,p1g15,m
168597,salm,psalm,noun,p1gi,f
168598,salwch,illness,noun,p1gt4,m
168646,samona,catch_salmon,verb,p1ikj1,\N
168654,sampl,sample,noun,p1ilg,mf
168679,samplo,sample,verb,p1ilgk,\N
168722,samplu,sample,verb,p1ilgs,\N
168765,sancsiwn,sanction,noun,p1j3pdtj,m
168766,sanctaidd,holy,adjective,p1j3q1d6,
168795,sancteiddio,sanctify,verb,p1j3q7d6dk,\N
168818,sand,sand,noun,p1j5,m
168819,sandwitsh,sandwich,noun,p1j5tdqpc,m
168821,sanfaganeiddio,turn into a museum piece,verb,p1j81a1j7d6dk,\N
168823,sant,saint,noun,p1jq,m
168865,sarnu,spill,verb,p1njs,\N
168923,sarsio,charge,verb,p1npdk,\N
168936,sarhad,insult,noun,p1o15,m
168982,sarhau,insult,verb,p1o1s,\N
168995,sathru,trample,verb,p1rns,\N
169048,sawdl,heel,noun,p1t5g,f
169050,sawl,several,adjective,p1tg,
169065,sawrio,smell,verb,p1tndk,\N
169102,sawru,smell,verb,p1tns,\N
169158,Sbaeneg,Spanish,noun,p217j7a,f
169160,sbâr,spare,adjective,p21n,\N
169170,sbarduno,spur,verb,p21n5sjk,\N
169252,sbario,spare,verb,p21ndk,\N
169297,sbecian,peep,verb,p273d1j,\N
169319,sbectrwm,spectrum,noun,p273qnti,m
169320,sbeis,spice,noun,p27dp,m
169363,sbeitio,spite,verb,p27dqdk,\N
169373,sbel,spell,noun,p27g,f
169375,sbesial,special,adjective,p27pd1g,\N
169377,sbidomedr,speedometre,noun,p2d5ki75n,m
169392,sbio,look,verb,p2dk,\N
169420,sbïo,look,verb,p2dk,\N
169482,sbiral,spiral,noun,p2dn1g,f
169518,sblasio,splash,verb,p2g1pdk,\N
169534,sbon,completely,adverb,p2kj,\N
169557,sboncio,bounce,verb,p2kj3dk,\N
169586,Sbondonics,Sbondonics,noun,p2kj5kjd3p,m
169587,sbort,sport,noun,p2knq,m
169588,sbot,spot,noun,p2kq,m
169590,sbotio,spot,verb,p2kqdk,\N
169592,sbotliw,spot colour,noun,p2kqgdt,m
169593,Sbri-di-ri,Sbri-di-ri,noun,p2nd05d0nd,m
169595,sbring,spring,noun,p2ndb,m
169624,sbrintio,sprint,verb,p2ndjqdk,\N
169647,sbŵl,spool,noun,p2tg,m
169649,sbwlio,spool,verb,p2tgdk,\N
169650,sbwlydd,spooler,noun,p2tgu6,m
169652,sbwriel,rubbish,noun,p2tnd7g,m
169672,sbwylio,spoil,verb,p2tugdk,\N
169705,sebon,soap,noun,p72kj,m
169752,seboni,soap,verb,p72kjd,\N
169785,seco,sack,verb,p73k,\N
169832,secondio,second,verb,p73kj5dk,\N
169865,secret,secret,noun,p73n7q,m
169909,secretu,secrete,verb,p73n7qs,\N
169921,sect,sect,noun,p73q,f
169922,sector,sector,noun,p73qkn,mf
169923,sectorau,sector,noun,p73qkn1s,mf
169925,sedd,seat,noun,p76,f
169928,sef,namely,conjunction,p78,
169929,sefydledig,established,adjective,p78u5g75da,
169930,sefydliad,institution,noun,p78u5gd15,m
169932,sefydliadol,institutional,adjective,p78u5gd15kg,
169933,sefydlog,stable,adjective,p78u5gka,
169934,sefydlog,fixed,adjective,p78u5gka,
169940,sefydlogi,stabilise,verb,p78u5gkad,\N
169989,sefydlogrwydd,stability,noun,p78u5gkantu6,m
170015,sefydlu,establish,verb,p78u5gs,\N
170044,sefydlu cynsail,set a benchmark,vh,p78u5gs03ujp1dg,
170079,sefyll,stand,verb,p78uh,\N
170104,sefyllfa,situation,noun,p78uh81,f
170105,segment,segment,noun,p7ai7jq,m
170107,segur,idle,adjective,p7asn,
170108,segur,standby,adjective,p7asn,
170111,segura,idle,verb,p7asn1,\N
170192,seguro,idle,verb,p7asnk,\N
170267,sengi,trample,verb,p7bd,\N
170274,sengl,single,adjective,p7bg,
170307,seibio,pause,verb,p7d2dk,\N
170326,seiciatreg,psychiatry,noun,p7d3d1qn7a,f
170327,seiciatrig,psychiatric,adjective,p7d3d1qnda,
170328,seiciatrydd,psychiatrist,noun,p7d3d1qnu6,m
170332,seiclo,cycle,verb,p7d3gk,\N
170384,seicolawdriniaeth,psychosurgery,noun,p7d3kg1t5ndjd17r,f
170385,seicoleg,psychology,noun,p7d3kg7a,f
170386,seicolegol,psychological,adjective,p7d3kg7akg,
170388,seicolegwr,psychologist,noun,p7d3kg7atn,m
170389,seiffr,cipher,noun,p7d9n,m
170391,seiliedig,based,adjective,p7dgd75da,
170417,seilio,base,verb,p7dgdk,\N
170443,seilwaith,foundation,noun,p7dgt1dr,m
170491,seimio,grease,verb,p7didk,\N
170496,seinegol,phonetic,adjective,p7dj7akg,
170527,seinio,resound,verb,p7djdk,\N
170548,seiniol,vocal,adjective,p7djdkg,
170549,seinydd,speaker,noun,p7dju6,m
170551,seinyddol,phonological,adjective,p7dju6kg,
170557,seisnigeiddio,anglicise,verb,p7dpjda7d6dk,\N
170606,seisnigo,anglicise,verb,p7dpjdak,\N
170657,seithfed,seventh,ordinal,p7dr875,
170658,sêl,seal,noun,p7g,f
170659,sêl,sale,noun,p7g,m
170705,selio,seal,verb,p7gdk,\N
170714,seminar,seminar,noun,p7idj1n,m
170715,senedd,parliament,noun,p7j76,f
170717,seneddol,parliamentary,adjective,p7j76kg,
170749,sennu,taunt,verb,p7jjs,\N
170772,sens,sense,noun,p7jp,f
170773,sensitif,sensitive,adjective,p7jpdqd8,
170774,sensitifrwydd,sensitivity,noun,p7jpdqd8ntu6,m
170775,sentar,centre,noun,p7jq1n,f
170776,septagon,septagon,noun,p7lq1akj,m
170778,serch,notwithstanding,conjunction,p7n4,
170802,serchu,love,verb,p7n4s,\N
170834,seremoni,ceremony,noun,p7n7ikjd,f
170836,seren,star,noun,p7n7j,f
170843,serennu,sparkle,verb,p7n7jjs,\N
170896,serfio,serve,verb,p7n8dk,\N
170982,serio,sear,verb,p7ndk,\N
170990,seriws,serious,adjective,p7ndtp,\N
170992,sero,zero,noun,p7nk,m
170993,serth,steep,adjective,p7nr,
170994,sesiwn,session,noun,p7pdtj,f
170996,seston,cistern,noun,p7pqkj,f
170997,sêt,seat,noun,p7q,f
171000,set,set,noun,p7q,f
171001,setliad,settlement,noun,p7qgd15,m
171031,setlo,settle,verb,p7qgk,\N
171057,sffêr,sphere,noun,p97n,f
171070,sgaldian,scald,verb,pa1g5d1j,\N
171128,sgaldio,scald,verb,pa1g5dk,\N
171211,sganio,scan,verb,pa1jdk,\N
171213,sganiwr,scanner,noun,pa1jdtn,m
171248,sgathru,cut,verb,pa1rns,\N
171313,sgeintio,sprinkle,verb,pa7djqdk,\N
171320,sgema,schema,noun,pa7i1,f
171322,sgerbwd,skeleton,noun,pa7n2t5,m
171323,sgert,skirt,noun,pa7nq,f
171324,sgìl,skill,noun,padg,m
171326,sgil-effaith,side-effect,noun,padg0791dr,f
171328,sgileffaith,side-effect,noun,padg791dr,f
171330,sgimio,skim,verb,padidk,\N
171374,sgio,ski,verb,padk,\N
171401,sgipio,skip,verb,padldk,\N
171433,sgiwedd,skewness,noun,padt76,m
171481,sglefrio,skate,verb,pag78ndk,\N
171528,sglefrholio,rollerskate,verb,pag78okgdk,\N
171536,sglein,shine,noun,pag7dj,m
171537,sglein uchel,high gloss,adjective,pag7dj0s47g,
171576,sgleinio,polish,verb,pag7djdk,\N
171589,sgleiniog,glossy,adjective,pag7djdka,
171590,sgôp,scope,noun,pakl,m
171592,sgôr,score,noun,pakn,m
171608,sgori,score,verb,paknd,\N
171653,sgorio,score,verb,pakndk,\N
171713,sgrafellu,scrape,verb,pan187hs,\N
171752,sgrap,scrap,noun,pan1l,m
171803,sgrapio,scrape,verb,pan1ldk,\N
171853,sgrechian,scream,verb,pan74d1j,\N
171971,sgrialu,scramble,verb,pand1gs,\N
172038,sgriblan,scribble,verb,pand2g1j,\N
172107,sgriblian,scribble,verb,pand2gd1j,\N
172147,sgriblo,scribble,verb,pand2gk,\N
172193,sgrifennu,write,verb,pand87jjs,\N
172221,sgrin,screen,noun,pandj,f
172257,sgrinio,screen,verb,pandjdk,\N
172274,sgrinlun,screenshot,noun,pandjgsj,m
172276,sgript,script,noun,pandlq,f
172277,sgriptio,script,verb,pandlqdk,\N
172320,sgriwio,screw,verb,pandtdk,\N
172329,sgrolio,scroll,verb,pankgdk,\N
172331,sgrolydd,scroller,noun,pankgu6,m
172373,sgrwbio,scrub,verb,pant2dk,\N
172384,sgwad,squad,noun,pat15,m
172385,sgwâr,square,noun,pat1n,m
172437,sgwario,square,verb,pat1ndk,\N
172439,sgwaryn,set square,noun,pat1nuj,m
172493,sgwennu,write,verb,pat7jjs,\N
172527,sgwlcan,skulk,verb,patg31j,\N
172582,sgwrio,scour,verb,patndk,\N
172600,sgwrs,chat,noun,patnp,f
172633,sgwrsio,chat,verb,patnpdk,\N
172653,si,rumour,noun,pd,m
172654,siaced,jacket,noun,pd1375,f
172671,siafio,shave,verb,pd18dk,\N
172735,siafo,shave,verb,pd18k,\N
172761,sialens,challenge,noun,pd1g7jp,f
172796,sialensio,challenge,verb,pd1g7jpdk,\N
172813,siambr,chamber,noun,pd1i2n,f
172815,sianel,channel,noun,pd1j7g,f
172847,sianelu,direct,verb,pd1j7gs,\N
172871,siâp,shape,noun,pd1l,m
172873,Siapan,Japan,noun,pd1l1j,f
172874,Siapanaidd,Japanese,adjective,pd1l1j1d6,
172875,Siapaneg,Japanese,noun,pd1l1j7a,f
172913,siapio,shape,verb,pd1ldk,\N
172933,siapo,shape,verb,pd1lk,\N
173033,siarad,talk,verb,pd1n15,\N
173044,siaradwr,speaker,noun,pd1n15tn,m
173078,siario,share,verb,pd1ndk,\N
173097,siarp,sharp,adjective,pd1nl,\N
173123,siarsio,charge,verb,pd1npdk,\N
173154,siart,chart,noun,pd1nq,m
173156,siart cylch,pie chart,noun,pd1nq03ug4,m
173157,siartredig,chartered,adjective,pd1nqn75da,
173159,siawns,chance,noun,pd1tjp,f
173161,siawns deg,even chance,noun,pd1tjp057a,f
173164,siawns dda,good chance,noun,pd1tjp061,f
173166,siawns wael,poor chance,noun,pd1tjp0t17g,f
173182,siawnsio,chance,verb,pd1tjpdk,\N
173230,sibrwd,whisper,verb,pd2nt5,\N
173271,sibrwd,rumour,noun,pd2nt5,m
173274,sicr,sure,adjective,pd3n,
173275,sicr,certain,adjective,pd3n,
173276,sicrwydd,certainty,noun,pd3ntu6,m
173325,sicrhau,ensure,verb,pd3o1s,\N
173329,sidan,silk,noun,pd51j,m
173358,sidellu,revolve,verb,pd57hs,\N
173400,sidyllio,revolve,verb,pd5uhdk,\N
173436,siec,cheque,noun,pd73,f
173437,siec teithio,traveller's cheque,noun,pd730q7drdk,f
173439,sied,shed,noun,pd75,m
173440,siei,shy,adjective,pd7d,\N
173441,sifil,civil,adjective,pd8dg,
173489,siffrwd,rustle,verb,pd9nt5,\N
173496,sifftio,shift,verb,pd9qdk,\N
173497,sigaren,cigarette,noun,pda1n7j,f
173508,siglo,swing,verb,pdagk,\N
173575,sigo,buckle,verb,pdak,\N
173607,singled,vest,noun,pdbg75,f
173608,silff,shelf,noun,pdg9,f
173611,silindr,cylinder,noun,pdgdj5n,m
173625,silio,shell,verb,pdgdk,\N
173663,silwair,silage,noun,pdgt1dn,m
173666,sillaf,syllable,noun,pdh18,f
173668,sillafiad,spelling,noun,pdh18d15,m
173675,sillafu,spell,verb,pdh18s,\N
173730,sillwyddor,syllabary,noun,pdhtu6kn,f
173732,simént,cement,noun,pdi7jq,m
173733,simpl,simple,adjective,pdilg,\N
173766,simsan,totter,verb,pdip1j,\N
173838,simsanu,totter,verb,pdip1js,\N
173847,sin,sine,noun,pdj,m
173849,sinema,cinema,noun,pdj7i1,f
173890,sïo,buzz,verb,pdk,\N
173902,sioc,shock,noun,pdk3,f
173903,siocled,chocolate,noun,pdk3g75,m
173906,sioe,show,noun,pdk7,f
173908,siôl,shawl,noun,pdkg,f
173909,siom,disappointment,noun,pdki,m
173911,siomedig,disappointed,adjective,pdki75da,
173941,siomi,disappoint,verb,pdkid,\N
173966,sionc,nimble,adjective,pdkj3,
173970,sioncio,enliven,verb,pdkj3dk,\N
174018,siop,shop,noun,pdkl,f
174021,siop stop-cyntaf,one-stop shop,noun,pdkl0pqkl03ujq18,f
174047,siopa,shop,verb,pdkl1,\N
174076,siopwr,shopper,noun,pdkltn,m
174078,siort,short,adjective,pdknq,\N
174094,sipian,sip,verb,pdld1j,\N
174139,sipio,sip,verb,pdldk,\N
174183,sir,county,noun,pdn,f
174224,sirioli,gladden,verb,pdndkgd,\N
174238,sirol,county,adjective,pdnkg,
174250,sisial,murmur,verb,pdpd1g,\N
174293,siswrn,pair of scissors,noun,pdptnj,m
174343,siwglo,juggle,verb,pdtagk,\N
174349,siwgr,sugar,noun,pdtan,m
174352,siwr,sure,adjective,pdtn,
174353,siŵr,sure,adjective,pdtn,
174355,siwrnai,journey,noun,pdtnj1d,f
174382,siwrhau,ensure,verb,pdto1s,\N
174406,siwt,suit,noun,pdtq,f
174411,siwtio,suit,verb,pdtqdk,\N
174458,slaes,slash,noun,pg17p,m
174460,slafaidd,slavish,adjective,pg181d6,
174461,slawer dydd,in the old days,adverb,pg1t7n05u6,
174470,sleifio,sneak,verb,pg7d8dk,\N
174514,slo,slow,adjective,pgk,\N
174538,slobran,slobber,verb,pgk2n1j,\N
174595,slotian,tipple,verb,pgkqd1j,\N
174666,slotio,slot,verb,pgkqdk,\N
174671,smala,droll,adjective,pi1g1,
174690,smalio,joke,verb,pi1gdk,\N
174723,smart,smart,adjective,pi1nq,\N
174733,smocio,smoke,verb,pik3dk,\N
174775,smonach,mess,noun,pikj14,m
174777,smotyn,spot,noun,pikquj,m
174807,smwddio,iron,verb,pit6dk,\N
174829,smwthio,iron,verb,pitrdk,\N
174866,smyglo,smuggle,verb,piuagk,\N
174921,smygu,smoke,verb,piuas,\N
174938,snap,snap,noun,pj1l,m
174940,snapio,snap,verb,pj1ldk,\N
174984,sniffian,sniff,verb,pjd9d1j,\N
175005,snwffian,sniff,verb,pjt9d1j,\N
175050,snwffio,sniffle,verb,pjt9dk,\N
175094,so,so,conjunction,pk,\N
175095,sobr,extremely,adverb,pk2n,\N
175143,sobreiddio,sober_up,verb,pk2n7d6dk,\N
175183,sobri,sober_up,verb,pk2nd,\N
175202,sobrio,sober_up,verb,pk2ndk,\N
175252,soced,socket,noun,pk375,m
175281,sodli,follow_on the heel,verb,pk5gd,\N
175327,sodro,solder,verb,pk5nk,\N
175402,soddi,sink,verb,pk6d,\N
175416,soffa,sofa,noun,pk91,f
175417,soffistigedig,sophisticated,adjective,pk9dpqda75da,
175418,solet,solid,adjective,pkg7q,
175419,solffeuo,sing_solfa,verb,pkg97sk,\N
175421,solid,solid,noun,pkgd5,m
175422,sombi,zombie,noun,pki2d,m
175467,somi,disappoint,verb,pkid,\N
175505,sôn,mention,verb,pkj,\N
175515,sôn,rumour,noun,pkj,m
175563,sonio,mention,verb,pkjdk,\N
175582,soprano,soprano,noun,pkln1jk,f
175583,sori,sorry,e,pknd,\N
175637,sorri,sulk,verb,pknnd,\N
175645,sortio,sort,verb,pknqdk,\N
175689,sos,sauce,noun,pkp,m
175690,sosban,saucepan,noun,pkp21j,f
175691,soser,saucer,noun,pkp7n,f
175693,sosialaeth,socialism,noun,pkpd1g17r,f
175694,sosialaidd,socialist,adjective,pkpd1g1d6,
175695,sosialwr,socialist,noun,pkpd1gtn,m
175697,sosialydd,socialist,noun,pkpd1gu6,m
175699,sownd,tightly_fixed,adjective,pktj5,\N
175700,spesial,special,adjective,pl7pd1g,\N
175701,stad,estate,noun,pq15,f
175717,staenio,stain,verb,pq17jdk,\N
175788,staeno,stain,verb,pq17jk,\N
175808,stafell,room,noun,pq187h,f
175810,staffio,staff,verb,pq19dk,\N
175812,stamp,stamp,noun,pq1il,mf
175813,stampiedig,stamped,adjective,pq1ild75da,
175841,stampio,stamp,verb,pq1ildk,\N
175878,stampo,stamp,verb,pq1ilk,\N
175919,startsio,starch,verb,pq1nqpdk,\N
175920,statig,static,adjective,pq1qda,
175921,statudol,statutory,adjective,pq1qs5kg,
175923,statws,status,noun,pq1qtp,m
175924,steil,style,noun,pq7dg,f
175926,stêj,stage,noun,pq7e,m
175928,stensil,stencil,noun,pq7jpdg,m
175929,step,step,noun,pq7l,f
175930,stepan,step,noun,pq7l1j,f
175944,steryllu,sterilise,verb,pq7nuhs,\N
175985,stesion,station,noun,pq7pdkj,f
176004,sticio,stick,verb,pqd3dk,\N
176038,stiff,stiff,adjective,pqd9,\N
176067,stigmateiddio,stigmatise,verb,pqdai1q7d6dk,\N
176095,stilio,distil,verb,pqdgdk,\N
176141,stiw,stew,noun,pqdt,m
176181,stiwardio,keep_watch,verb,pqdt1n5dk,\N
176193,stiwdio,studio,noun,pqdt5dk,f
176195,stiwio,stew,verb,pqdtdk,\N
176196,stoc,stock,noun,pqk3,f
176198,stoc-ddaliad,stockholding,noun,pqk3061gd15,m
176203,stocanu,stook,verb,pqk31js,\N
176272,stocio,stock,verb,pqk3dk,\N
176306,stocrestr,stocklist,noun,pqk3n7pqn,f
176307,stôf,stove,noun,pqk8,f
176343,stompio,mash,verb,pqkildk,\N
176361,stôn,stone,noun,pqkj,f
176363,stondin,stall,noun,pqkj5dj,m
176364,stop,stop,noun,pqkl,m
176397,stopio,stop,verb,pqkldk,\N
176417,stôr,store,noun,pqkn,m
176418,stordy,warehouse,noun,pqkn5u,m
176421,storfa,store,noun,pqkn81,f
176424,stori,story,noun,pqknd,f
176461,storio,store,verb,pqkndk,\N
176479,storm,storm,noun,pqkni,f
176480,straen,stress,noun,pqn17j,m
176505,strancio,throw_a tantrum,verb,pqn1j3dk,\N
176550,strapio,strap,verb,pqn1ldk,\N
176585,strategaeth,strategy,noun,pqn1q7a17r,f
176586,strategol,strategic,adjective,pqn1q7akg,
176587,streic,strike,noun,pqn7d3,f
176605,streicio,go_on strike,verb,pqn7d3dk,\N
176640,streptomysin,streptomycin,noun,pqn7lqkiupdj,m
176642,stribed,strip,noun,pqnd275,m
176646,strimio,strim,verb,pqndidk,\N
176694,strôc,stroke,noun,pqnk3,f
176695,strwythur,structure,noun,pqntursn,m
176697,strwythuredig,structured,adjective,pqntursn75da,
176726,strwythuro,structure,verb,pqntursnk,\N
176752,strwythurol,structural,adjective,pqntursnkg,
176753,stryd,street,noun,pqnu5,f
176755,stumog,stomach,noun,pqsika,f
176770,stumogi,stomach,verb,pqsikad,\N
176810,stwff,stuff,noun,pqt9,m
176847,stwffio,stuff,verb,pqt9dk,\N
176902,stwmpo,mash,verb,pqtilk,\N
176917,stwns,hash,noun,pqtjp,m
176961,stwnsio,hash,verb,pqtjpdk,\N
176965,stwnsio,mash,verb,pqtjpdk,\N
176970,stydio,study,verb,pqu5dk,\N
176972,sudd,juice,noun,ps6,m
176994,suddo,sink,verb,ps6k,\N
177068,sugno,suck,verb,psajk,\N
177082,sugnydd llwch,vacuum cleaner,noun,psaju60ht4,m
177083,Sul,Sunday,noun,psg,m
177108,suo,buzz,verb,psk,\N
177139,sur,sour,adjective,psn,\N
177148,suro,sour,verb,psnk,\N
177194,sut,how,interrogative,psq,
177195,sŵ,zoo,noun,pt,m
177246,swalpio,wriggle,verb,pt1gldk,\N
177250,swatio,crouch,verb,pt1qdk,\N
177320,swbachu,shrivel,verb,pt214s,\N
177362,swcro,give_refuge,verb,pt3nk,\N
177406,swigen,bubble,noun,ptda7j,f
177408,swil,shy,adjective,ptdg,\N
177411,swits,switch,noun,ptdqp,m
177412,switsfwrdd,switchboard,noun,ptdqp8tn6,m
177452,switsio,switch,verb,ptdqpdk,\N
177465,swm,sum,noun,pti,m
177500,swmpo,fondle,verb,ptilk,\N
177522,sŵn,noise,noun,ptj,m
177529,swnan,grumble,verb,ptj1j,\N
177603,swnial,mutter,verb,ptjd1g,\N
177652,swnian,grumble,verb,ptjd1j,\N
177684,swnio,sound,verb,ptjdk,\N
177782,swno,sound,verb,ptjk,\N
177785,swnydd,pager,noun,ptju6,m
177786,swopio,swap,verb,ptkldk,\N
177788,sŵp,soup,noun,ptl,m
177789,swp,batch,noun,ptl,m
177790,swper,supper,noun,ptl7n,mf
177833,swpera,eat_supper,verb,ptl7n1,\N
177860,swperu,eat_supper,verb,ptl7ns,\N
177900,swrth,sullen,adjective,ptnr,\N
177901,swydd,job,noun,ptu6,f
177904,swyddfa,office,noun,ptu681,f
177906,swyddfa bost,post office,noun,ptu68102kpq,f
177908,swyddfa'r post,post office,noun,ptu6810n0lkpq,f
177909,swyddog,officer,noun,ptu6ka,m
177911,swyddogaeth,function,noun,ptu6ka17r,f
177912,swyddogaeth,functionality,noun,ptu6ka17r,f
177914,swyddogaethol,functional,adjective,ptu6ka17rkg,
177915,swyddogol,official,adjective,ptu6kakg,
177935,swyno,enchant,verb,ptujk,\N
177970,sy’n amrywio o ran eu perthnasedd,which differ in their relevance,h,pu0j01inutdk0k0n1j07s0l7nrj1p76,
178011,sybachu,shrivel,verb,pu214s,\N
178025,sych,dry,adjective,pu4,
178038,sychdarthu,sublimate,verb,pu451nrs,\N
178080,sychder,dryness,noun,pu457n,m
178123,sychedu,thirst,verb,pu475s,\N
178135,sychlyd,dry,adjective,pu4gu5,
178176,sychu,dry,verb,pu4s,\N
178191,sydyn,sudden,adjective,pu5uj,
178198,syflu,shift,verb,pu8gs,\N
178284,syflyd,shift,verb,pu8gu5,\N
178300,syfrdanol,stunning,adjective,pu8n51jkg,
178311,syfrdanu,astound,verb,pu8n51js,\N
178355,syffro,suffer,verb,pu9nk,\N
178356,sylfaen,foundation,noun,pug817j,f
178358,sylfaenol,fundamental,adjective,pug817jkg,
178364,sylfaenu,base,verb,pug817js,\N
178413,sylw,comment,noun,pugt,m
178415,sylw dyledus,due consideration,noun,pugt05ug75sp,m
178416,sylwad,comment,noun,pugt15,m
178469,sylwebu,commentate,verb,pugt72s,\N
178473,sylwedd,substance,noun,pugt76,m
178474,sylweddadwy,realiseable,adjective,pugt7615tu,
178475,sylweddol,substantial,adjective,pugt76kg,
178487,sylweddoli,realise,verb,pugt76kgd,\N
178575,sylwi,notice,verb,pugtd,\N
178611,syllio,stare,verb,puhdk,\N
178649,syllu,stare,verb,puhs,\N
178689,sym,sum,noun,pui,f
178690,symbol,symbol,noun,pui2kg,m
178692,symbolaidd,symbolic,adjective,pui2kg1d6,
178694,symbyliad,stimulus,noun,pui2ugd15,m
178697,symbylio,motivate,verb,pui2ugdk,\N
178770,symbylu,motivate,verb,pui2ugs,\N
178801,symio,assess,verb,puidk,\N
178851,syml,simple,adj.comp,puig,
178852,syml,simple,adjective,puig,
178853,symlaf,simplest,adjective,puig18,
178891,symleiddio,simplify,verb,puig7d6dk,\N
178905,symlrwydd,simplicity,noun,puigntu6,m
178926,symlu,urge,verb,puigs,\N
178962,symposiwm,symposium,noun,puilkpdti,m
178963,symptom,symptom,noun,puilqki,m
178990,symud,move,verb,puis5,\N
179020,symudadwy,removable,adjective,puis515tu,
179022,symudiad,movement,noun,puis5d15,m
179023,symudol,mobile,adjective,puis5kg,
179025,symudwr,remover,noun,puis5tn,m
179026,syn,amazed,adjective,puj,
179027,synagog,synagogue,noun,puj1aka,m
179030,syndod,amazement,noun,puj5k5,m
179031,synergedd,synergy,noun,puj7na76,m
179050,synfyfyrio,ponder,verb,puj8u8undk,\N
179107,synhwyro,sense,verb,pujctunk,\N
179137,synhwyrol,sensible,adjective,pujctunkg,
179139,synhwyrydd,sensor,noun,pujctunu6,m
179141,syniad,idea,noun,pujd15,m
179171,synied,think,verb,pujd75,\N
179235,synio,think,verb,pujdk,\N
179271,synnu,astonish,verb,pujjs,\N
179295,synnwyr,sense,noun,pujjtun,m
179297,syntheseiddio,synthesise,adjective,pujr7p7d6dk,
179299,syntheseisydd,synthesiser,noun,pujr7p7dpu6,m
179300,synthesis,synthesis,noun,pujr7pdp,m
179302,synthetig,synthetic,adjective,pujr7qda,
179350,sypio,bundle,verb,puldk,\N
179373,sypynio,bundle,verb,pulujdk,\N
179416,sypynnu,bundle,verb,pulujjs,\N
179460,syrffed,surfeit,noun,pun975,m
179510,syrffedu,be_sick and tired of,verb,pun975s,\N
179515,syrffio,surf,verb,pun9dk,\N
179516,Syrilig,Cyrillic,adjective,pundgda,
